,address,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
4425,17297 SW 136th Ave,King City,97224,45.39474106,-122.8166504,3,3,3484,9/9/2020,495000,574600,46558.0
4426,16564 SW 134th Ter,King City,97224,45.39993668,-122.814476,3,4,3484,5/10/2021,550000,567500,46558.0
4427,8774 SW Bellflower St,Tigard,97224,45.40890121,-122.7672577,3,3,4356,5/10/2021,542000,559200,46558.0
4428,13245 SW Hoodvista Ln,Tigard,97224,45.41711807,-122.8131561,3,5,4791,9/9/2020,617000,716200,46558.0
4429,11401 SW Gabriel St,Tigard,97224,45.4021225,-122.7943497,2,2,5227,9/9/2020,220000,597100,46558.0
4430,14734 SW Mulberry Dr,Tigard,97224,45.40209579,-122.82858279999999,4,4,4791,7/13/2020,495000,563662,46558.0
4431,14687 SW 149th Ter,Portland,97224,45.41360474,-122.8309479,3,4,5227,12/10/2020,650000,724800,46558.0
4432,15680 SW Alderbrook Cir,Tigard,97224,45.40671539,-122.77092739999999,2,2,5227,9/7/2020,468000,543500,46558.0
4433,14150 SW Bull Mountain Rd,Tigard,97224,45.41513062,-122.82258610000001,4,4,19166,9/7/2020,555000,644500,46558.0
4434,14111 SW 120th Pl,Tigard,97224,45.41755676,-122.80152890000001,4,5,7840,12/10/2020,674500,752500,46558.0
4435,13212 SW Hazelcrest Way,Tigard,97224,45.410713200000004,-122.812706,3,4,4791,12/10/2020,572000,638100,46558.0
4436,15951 SW Dekalb St,Tigard,97224,45.41301727,-122.84099579999999,3,3,15245,12/10/2020,749500,836500,46558.0
4437,16033 SW 129th Ter,Tigard,97224,45.40389633,-122.809494,2,2,6098,12/10/2020,424000,473200,46558.0
4438,12345 SW King Richard Dr,King City,97224,45.39849854,-122.80406950000001,2,2,3920,12/10/2020,369200,411900,46558.0
4439,14977 SW 116th Pl,Tigard,97224,45.41127777,-122.79720309999999,2,4,16117,12/10/2020,446000,629600,46558.0
4440,15306 SW Hudson Ave,Tigard,97224,45.40898514,-122.8325653,4,4,6098,12/10/2020,775000,864200,46558.0
4441,14503 SW 130th Ave,Tigard,97224,45.41501617,-122.8104706,3,4,9583,9/7/2020,617000,716500,46558.0
4442,13792 SW Leah Ter,Tigard,97224,45.41579056,-122.81900790000002,3,4,11761,5/9/2021,710000,733000,46558.0
4443,15790 SW Royalty Pkwy,Tigard,97224,45.40575027,-122.79900359999999,2,3,5227,5/9/2021,438378,452600,46558.0
4444,9935 SW McDonald St,Tigard,97224,45.41902542,-122.7792587,2,3,14810,12/10/2020,460000,513200,46558.0
4445,8911 SW Greening Ln,Tigard,97224,45.40772247,-122.76873020000001,3,3,4356,12/10/2020,522500,582900,46558.0
4446,15065 SW 98th Ave,Tigard,97224,45.41091156,-122.7778854,3,5,18730,12/10/2020,591500,659900,46558.0
4447,7968 SW Whitfurrows Ct,Portland,97224,45.39518738,-122.7593384,3,3,9583,7/8/2020,525000,598820,46558.0
4448,14540 SW Crestridge Ct,Tigard,97224,45.41402435,-122.826416,3,4,13068,9/4/2020,565000,657000,46558.0
4449,9935 SW Mcdonald St,Tigard,97224,45.41902542,-122.7792587,2,3,14810,12/10/2020,460000,495685,46558.0
4450,13975 SW High Tor Dr,Tigard,97224,45.41829681,-122.8207855,4,4,14810,9/4/2020,825000,959400,46558.0
4451,15870 SW Peachtree Dr,Tigard,97224,45.40531158,-122.81611629999999,3,3,3484,9/4/2020,400000,465200,46558.0
4452,15995 SW Queen Victoria Pl,King City,97224,45.40445328,-122.80332179999999,2,2,3920,6/17/2021,417000,422100,46558.0
4453,13067 SW Kostel Ln,Tigard,97224,45.40919113,-122.8111267,3,3,4356,9/4/2020,499900,579300,46558.0
4454,13369 SW Ouzel Ln,Tigard,97224,45.41613388,-122.8143997,3,5,4791,5/9/2021,615000,634900,46558.0
4455,15702 SW Greenfield Dr,Tigard,97224,45.40633774,-122.80738829999999,3,4,6534,9/4/2020,532000,618700,46558.0
4456,16767 SW Romeo Ter,King City,97224,45.39848328,-122.817543,3,3,2613,7/14/2020,370000,421206,46558.0
4457,15271 SW Alderbrook Pl,Tigard,97224,45.40970993,-122.77242279999999,3,3,4356,9/4/2020,415000,482600,46558.0
4458,16767 SW 134th Ter,King City,97224,45.39881897,-122.81496429999999,3,4,3484,6/17/2021,522000,527900,46558.0
4459,15218 SW Thurston Ln,Tigard,97224,45.40919495,-122.7583084,3,3,5227,9/2/2020,443000,515400,46558.0
4460,13569 SW Macbeth Dr,King City,97224,45.39890671,-122.816124,3,4,3484,12/13/2020,435000,484600,46558.0
4461,12798 SW Overgaard St,Tigard,97224,45.40142822,-122.808609,2,3,5662,9/2/2020,450000,523500,46558.0
4462,15635 SW Greenfield Dr,Tigard,97224,45.40678406,-122.80859380000001,3,3,6534,12/13/2020,615000,685200,46558.0
4463,10836 SW Dover Ct,Tigard,97224,45.3993187,-122.7885056,3,5,13068,6/17/2021,770000,779300,46558.0
4464,9195 SW Summerfield Ct,Tigard,97224,45.41006088,-122.7716827,3,3,6969,6/17/2021,460000,465200,46558.0
4465,14450 SW 130th Ave,Tigard,97224,45.41558075,-122.80969240000002,4,5,7840,9/2/2020,550000,639800,46558.0
4466,15196 SW Oak Valley Ter,Tigard,97224,45.409805299999995,-122.80945590000002,4,5,6534,6/17/2021,735000,745400,46558.0
4467,15450 SW Oaktree Ln,Tigard,97224,45.40841293,-122.7714081,2,2,4356,9/2/2020,405000,471100,46558.0
4468,14630 SW Jordy Ct,Tigard,97224,45.40327835,-122.8278656,3,4,8276,12/14/2020,610000,679300,46558.0
4469,15222 SW Mcintosh Ter,Tigard,97224,45.40983582,-122.7647858,3,4,6098,9/1/2020,500000,560966,46558.0
4470,14114 SW Benchview Ter,Tigard,97224,45.41786575,-122.8194122,7,6,13503,9/1/2020,1250000,1455200,46558.0
4471,15838 SW Hampshire Ter,Tigard,97224,45.40582657,-122.82398219999999,3,4,7405,3/10/2021,579920,618300,46558.0
4472,16370 SW Rhus Ct,Tigard,97224,45.41758728,-122.8454361,4,4,41382,9/1/2020,900000,1047800,46558.0
4473,13205 SW Hoodvista Ln,Tigard,97224,45.41711807,-122.812767,6,4,4792,9/1/2020,70000,726200,46558.0
4474,14270 SW 118th Ct,Tigard,97224,45.41692352,-122.79860690000001,3,5,6098,9/1/2020,679000,787900,46558.0
4475,11081 SW Annand Hill Ct,Tigard,97224,45.41432571,-122.79091640000001,3,4,6098,9/1/2020,492000,570700,46558.0
4476,7947 SW Bond St,Tigard,97224,45.40559006,-122.7587128,2,3,5227,9/1/2020,485000,564600,46558.0
4477,15222 SW McIntosh Ter,Tigard,97224,45.40983582,-122.7647858,3,4,6098,9/1/2020,500000,581900,46558.0
4478,12052 SW Turnagain Dr,Tigard,97224,45.41015244,-122.8014145,3,4,6534,6/20/2021,715000,724600,46558.0
4479,8028 SW Carol Ann Ct,Tigard,97224,45.40453339,-122.75974270000002,3,4,2613,6/20/2021,500000,504900,46558.0
4480,13614 SW Capulet Ln,King City,97224,45.39913177,-122.816597,3,3,3484,7/8/2020,417000,475634,46558.0
4481,10185 SW Highland Dr,Tigard,97224,45.408638,-122.7820435,2,2,6098,6/20/2021,475000,479600,46558.0
4482,13378 SW Shakespeare St,King City,97224,45.39411926,-122.81472020000001,3,3,4792,12/16/2020,150000,580607,46558.0
4483,16400 SW King Charles Ave,King City,97224,45.40132141,-122.80504609999998,1,2,3920,5/7/2021,345000,356700,46558.0
4484,15500 SW Alderbrook Cir,Tigard,97224,45.40791321,-122.77055359999999,2,2,4791,5/7/2021,433620,448400,46558.0
4485,7720 SW Bond St,Tigard,97224,45.40520477,-122.7564392,3,3,5662,5/7/2021,570000,590300,46558.0
4486,13689 SW King Lear Way,King City,97224,45.39633179,-122.81745910000001,3,4,4356,12/16/2020,403000,448400,46558.0
4487,8036 SW Carol Ann Ct,Tigard,97224,45.40452957,-122.75987240000002,3,3,2613,5/7/2021,472000,488000,46558.0
4488,11975 SW Queen Elizabeth St,King City,97224,45.40726089,-122.8002625,1,2,3920,7/14/2020,330000,375670,46558.0
4489,14226 SW 132nd Ter,Tigard,97224,45.41703415,-122.81172179999999,4,5,5227,12/16/2020,635000,706800,46558.0
4490,15880 SW Alderbrook Cir,Tigard,97224,45.40529633,-122.7721405,2,2,4791,6/22/2021,550000,555000,46558.0
4491,14185 SW 98th Ct,Tigard,97224,45.41698074,-122.77839660000001,3,3,9147,12/16/2020,490000,545400,46558.0
4492,16060 SW Queen Victoria Pl,King City,97224,45.40388489,-122.8029327,1,2,3920,3/10/2021,365000,389200,46558.0
4493,13300 SW Bedford St,King City,97224,45.392650599999996,-122.81395719999999,3,4,3484,5/7/2021,620000,641100,46558.0
4494,12525 SW Prince Albert St,King City,97224,45.4048233,-122.80609890000001,2,2,3920,5/7/2021,354500,366500,46558.0
4495,10225 SW Serena Way,Tigard,97224,45.402694700000005,-122.7815399,3,3,6969,6/23/2021,590000,594800,46558.0
4496,13547 SW Macbeth Dr,King City,97224,45.39890671,-122.81597140000001,3,3,3484,5/7/2021,502743,519800,46558.0
4497,11620 SW Bull Mountain Rd,Tigard,97224,45.4134903,-122.7965088,3,4,13068,6/23/2021,615900,620900,46558.0
4498,8813 SW Bellflower St,Tigard,97224,45.40919876,-122.76775359999999,3,4,3920,6/23/2021,560000,565000,46558.0
4499,14215 SW 125th Ave,Tigard,97224,45.41719818,-122.80616,2,5,32670,6/23/2021,745000,751000,46558.0
4500,12698 SW Rembrandt Ln,Tigard,97224,45.40671539,-122.80746459999999,4,6,5662,6/23/2021,670000,677300,46558.0
4501,15263 SW Peace Ave,Tigard,97224,45.40932465,-122.83219150000001,4,4,6098,5/6/2021,825000,853800,46558.0
4502,12425 SW Corylus Ct,Tigard,97224,45.41522598,-122.8052216,3,4,40075,6/23/2021,900000,907800,46558.0
4503,15730 SW 147th Ave,Tigard,97224,45.40601349,-122.8277206,3,3,9583,5/6/2021,649000,671400,46558.0
4504,9035 SW Reiling St,Tigard,97224,45.41202164,-122.7691574,3,3,5227,8/27/2020,520000,606300,46558.0
4505,14597 SW 81st Ave,Tigard,97224,45.41451645,-122.7611084,3,3,7405,5/6/2021,540000,558600,46558.0
4506,15920 SW Century Oak Cir,Tigard,97224,45.40507507,-122.78012849999999,1,2,5227,8/27/2020,310000,361300,46558.0
4507,15880 SW Serena Ct,Tigard,97224,45.40490341,-122.77900700000001,2,3,11761,12/18/2020,480500,534400,46558.0
4508,9865 SW Kent Ct,Tigard,97224,45.40097046,-122.7784653,4,4,7840,12/18/2020,550000,611700,46558.0
4509,16695 SW Queen Anne Ave,King City,97224,45.39924622,-122.8013916,1,2,5227,8/27/2020,330000,384700,46558.0
4510,14560 SW Chardonnay Ave,Tigard,97224,45.41451263,-122.82714840000001,2,4,7840,8/27/2020,533500,622100,46558.0
4511,13624 SW Sebastian Ln,King City,97224,45.39722061,-122.8167877,3,3,3920,12/18/2020,450000,500500,46558.0
4512,13645 SW Capulet Ln,King City,97224,45.39948654,-122.81697079999999,3,3,3920,12/18/2020,488000,542700,46558.0
4513,15230 SW Bull Mountain Rd,Tigard,97224,45.41508865,-122.83357240000002,4,3,25264,8/27/2020,555500,647700,46558.0
4514,14697 SW Woodhue St,Tigard,97224,45.40752411,-122.82798770000001,3,4,9147,8/27/2020,600000,699600,46558.0
4515,10715 SW Highland Dr,Tigard,97224,45.40764999,-122.7875595,2,3,5227,6/23/2021,576000,580700,46558.0
4516,15775 SW Oakhill Ln,Tigard,97224,45.40606308,-122.77319340000001,2,2,4356,8/27/2020,460000,536200,46558.0
4517,14111 SW Wagoner Pl,Tigard,97224,45.41783142,-122.8175507,5,5,14810,8/27/2020,985000,1148500,46558.0
4518,14645 SW Jordy Ct,Tigard,97224,45.40356827,-122.82807920000002,3,4,6970,12/18/2020,610000,678400,46558.0
4519,12686 SW Rembrandt Ln,Tigard,97224,45.40668488,-122.8069534,4,4,4356,12/18/2020,650000,722900,46558.0
4520,16454 SW 132nd Ter,Tigard,97224,45.40056992,-122.81246189999999,3,3,3920,7/13/2021,630000,632200,46558.0
4521,13675 SW Macbeth Dr,King City,97224,45.39890289,-122.81708529999999,3,4,4356,5/6/2021,515000,532800,46558.0
4522,12502 SW Peachvale St,Tigard,97224,45.40237045,-122.805748,2,2,6534,5/6/2021,525000,543100,46558.0
4523,8317 SW Char Ct,Tigard,97224,45.41885376,-122.7625885,3,4,7405,3/21/2021,600000,636000,46558.0
4524,16985 SW Tempest Way,King City,97224,45.39704132,-122.81580349999999,3,2,3484,12/22/2020,435000,483800,46558.0
4525,14900 SW 103rd Ave,Tigard,97224,45.41223145,-122.78285220000001,4,4,14810,5/4/2021,725000,750800,46558.0
4526,17120 SW 131st Ave,Tigard,97224,45.39604187,-122.8111115,3,3,9147,5/4/2021,530000,548900,46558.0
4527,15936 SW Peachtree Dr,Tigard,97224,45.40453339,-122.81684109999999,3,3,4356,5/4/2021,500000,517800,46558.0
4528,15089 SW Greenfield Dr,Tigard,97224,45.41062927,-122.80958559999999,3,6,6098,12/22/2020,629900,699000,46558.0
4529,7980 SW Bond St,Tigard,97224,45.40517044,-122.7591019,3,4,4791,7/14/2020,460000,523662,46558.0
4530,15422 SW Ashley Dr,Tigard,97224,45.40882874,-122.81719209999999,3,4,11325,8/26/2020,542000,632200,46558.0
4531,12030 SW King George Dr,King City,97224,45.4079628,-122.79987340000002,2,2,5227,6/23/2021,510000,514400,46558.0
4532,14830 SW 106th Ave,Tigard,97224,45.41274643,-122.78546909999999,3,2,2178,3/21/2021,301527,319600,46558.0
4533,7947 SW Leiser Ln,Tigard,97224,45.41432571,-122.75877379999999,3,4,7405,8/26/2020,620000,723200,46558.0
4534,12028 SW Pond Ln,King City,97224,45.39530182,-122.8009949,3,3,1742,8/24/2020,352900,410400,46558.0
4535,17141 SW Arkenstone Dr,Portland,97224,45.3963089,-122.76065829999999,3,4,11325,12/24/2020,580000,630100,46558.0
4536,15370 SW Oakmont Pl,Tigard,97224,45.40882111,-122.80588529999999,4,6,5662,8/24/2020,701500,818700,46558.0
4537,14967 SW Kenton Dr,Tigard,97224,45.40917587,-122.7633209,3,4,5227,12/27/2020,535000,592400,46558.0
4538,15670 SW Oakhill Ln,Tigard,97224,45.40677643,-122.7718582,2,2,4356,12/27/2020,410000,454000,46558.0
4539,9457 SW Lakeside Dr,Tigard,97224,45.40988159,-122.77445220000001,2,2,5227,8/24/2020,395000,461000,46558.0
4540,16682 SW Queen Anne Ave,King City,97224,45.39981842,-122.8007355,2,2,6098,8/24/2020,440000,513500,46558.0
4541,12706 SW Willow Point Ln,Tigard,97224,45.40797043,-122.80762479999999,3,4,6969,3/21/2021,720000,763200,46558.0
4542,10223 SW Elise Ct,Tigard,97224,45.4038887,-122.7825394,3,4,9147,6/25/2021,581000,585900,46558.0
4543,8921 SW Bellflower St,Tigard,97224,45.40917206,-122.7689896,3,4,4356,12/30/2020,490000,598900,46558.0
4544,12344 SW Autumnview St,Portland,97224,45.410350799999996,-122.80393980000001,3,4,5227,12/30/2020,539000,596000,46558.0
4545,15975 SW Avon Pl,Tigard,97224,45.40460205,-122.76420590000001,3,3,2613,8/21/2020,385000,449800,46558.0
4546,8480 SW Murdock St,Tigard,97224,45.41285324,-122.7640991,2,3,7405,12/30/2020,425000,469900,46558.0
4547,17641 SW 80th Pl,Portland,97224,45.39269257,-122.7604446,3,4,8276,8/21/2020,660000,771000,46558.0
4548,15665 SW Queen Victoria Pl,King City,97224,45.40672302,-122.8007507,1,2,3920,12/30/2020,299250,421700,46558.0
4549,16515 SW Queen Mary Ave,Tigard,97224,45.40099716,-122.8013229,1,2,3920,12/30/2020,279000,375700,46558.0
4550,15483 SW 82nd Pl,Tigard,97224,45.40806961,-122.7621231,3,3,5227,6/25/2021,604000,609100,46558.0
4551,11449 SW Gabriel St,Tigard,97224,45.40211868,-122.7949371,2,3,5227,8/21/2020,616000,717100,46558.0
4552,15412 SW Ashley Dr,Tigard,97224,45.40888977,-122.81784820000001,3,3,14810,8/21/2020,725000,845100,46558.0
4553,10943 SW Dover Ct,Tigard,97224,45.39980316,-122.7894897,3,3,24829,8/21/2020,750000,876200,46558.0
4554,15930 SW 146th Ave,Tigard,97224,45.40439224,-122.8275757,3,4,8276,5/3/2021,650000,673500,46558.0
4555,13055 SW Bradley Ln,Tigard,97224,45.39387131,-122.8112106,3,4,5662,12/30/2020,535000,591600,46558.0
4556,15655 SW Oakhill Ln,Tigard,97224,45.40711594,-122.77220919999999,2,2,3484,5/3/2021,405000,419600,46558.0
4557,17375 SW 128th Ave,Tigard,97224,45.39424133,-122.8093643,3,4,5662,7/14/2020,489900,557700,46558.0
4558,15405 SW 145th Ter,Tigard,97224,45.40840912,-122.8259659,3,5,4791,5/3/2021,584900,606100,46558.0
4559,15265 SW Alderbrook Ct,Tigard,97224,45.40970993,-122.773201,2,2,4356,8/21/2020,407000,475500,46558.0
4560,12550 SW Prince Phillip Ct,King City,97224,45.40559387,-122.80633540000001,2,2,5662,4/29/2021,355000,368400,46558.0
4561,15990 SW Foxwood Ct,Tigard,97224,45.40468597,-122.81771090000002,4,4,3920,8/19/2020,525000,613700,46558.0
4562,15191 SW Thames Ln,Tigard,97224,45.41112137,-122.8330383,4,4,9147,8/19/2020,850000,989800,46558.0
4563,14115 SW 157th Pl,Tigard,97224,45.417930600000005,-122.8383102,3,3,20045,4/29/2021,500000,518900,46558.0
4564,8685 SW Inez St,Tigard,97224,45.41542435,-122.7664413,3,3,7405,7/15/2021,580000,598400,46558.0
4565,9760 SW McDonald St,Tigard,97224,45.41848755,-122.777153,2,3,11761,7/15/2021,446000,439300,46558.0
4566,14325 SW Connor Pl,Tigard,97224,45.41617584,-122.82689669999999,3,4,5227,1/4/2021,615000,678700,46558.0
4567,14896 SW Kenton Dr,Tigard,97224,45.40950775,-122.76412959999999,3,4,6534,4/12/2021,30000,573000,46558.0
4568,15271 SW Turnagain Dr,Tigard,97224,45.40945435,-122.80406950000001,3,4,5227,7/15/2021,595000,652700,46558.0
4569,13525 SW Mountain Ridge Ct,Tigard,97224,45.41770172,-122.81603999999999,4,4,10018,1/5/2021,760000,838000,46558.0
4570,16893 SW Romeo Ter,King City,97224,45.39751816,-122.81753540000001,3,4,3049,8/19/2020,421500,492700,46558.0
4571,10335 SW Highland Dr,Tigard,97224,45.40834045,-122.783699,2,2,4356,1/5/2021,380000,419000,46558.0
4572,10605 SW Tualatin Dr,Tigard,97224,45.39931488,-122.7864075,3,3,5227,8/19/2020,499900,584200,46558.0
4573,8320 SW Fanno Creek Dr,Tigard,97224,45.41722488,-122.76263429999999,2,3,4356,6/28/2021,500000,502700,46558.0
4574,14065 SW 89th Ave,Tigard,97224,45.41819382,-122.7694092,3,4,7405,6/28/2021,725000,728900,46558.0
4575,10100 SW Highland Dr,Tigard,97224,45.40795517,-122.78134920000001,3,3,4356,6/28/2021,598000,602400,46558.0
4576,16320 SW Sylvan Ct,Tigard,97224,45.40169907,-122.78065490000002,3,4,7405,6/18/2020,475000,544539,46558.0
4577,14627 SW 130th Ave,Tigard,97224,45.413829799999995,-122.81059270000002,3,4,6969,4/29/2021,541000,561500,46558.0
4578,10180 SW Century Oak Dr,Tigard,97224,45.40447998,-122.7817764,2,2,6098,8/18/2020,339900,397100,46558.0
4579,13408 SW Macbeth Dr,King City,97224,45.39844894,-122.8147354,3,4,2613,1/7/2021,425000,468400,46558.0
4580,9000 SW Pinebrook Ct,Tigard,97224,45.4141655,-122.7696228,2,3,12196,8/16/2020,444900,520400,46558.0
4581,14225 SW 89th Ave,Tigard,97224,45.4169693,-122.769516,3,3,10454,6/28/2021,730000,734400,46558.0
4582,10639 SW Murdock St,Tigard,97224,45.41351318,-122.78639220000001,2,2,2178,6/28/2021,356900,311700,46558.0
4583,15760 SW Royalty Pkwy,King City,97224,45.40600586,-122.7991638,2,2,3920,6/28/2021,422000,424500,46558.0
4584,14652 SW Grandview Ln,Tigard,97224,45.41703796,-122.82690430000001,3,4,7405,8/16/2020,536000,627000,46558.0
4585,15860 SW Highland Ct,Tigard,97224,45.4046669,-122.7884369,2,2,5662,6/28/2021,417500,420000,46558.0
4586,14130 SW 144th Ave,Tigard,97224,45.41748047,-122.8242874,2,3,18730,8/16/2020,574000,671400,46558.0
4587,12305 SW Duchilly Ct,Tigard,97224,45.41687012,-122.80369569999999,4,5,40075,1/12/2021,1170000,1286300,46558.0
4588,15556 SW Bull Mountain Rd,Tigard,97224,45.41505051,-122.835968,3,4,20473,1/12/2021,415000,572900,46558.0
4589,7725 SW Gentle Woods Dr,Tigard,97224,45.41003799,-122.75621029999999,3,4,6969,1/13/2021,550000,604400,46558.0
4590,14755 SW 84th Ct,Tigard,97224,45.41322708,-122.76403810000001,2,3,7840,4/29/2021,565000,586400,46558.0
4591,14712 SW Mulberry Dr,Tigard,97224,45.40210724,-122.8283844,4,4,4791,6/29/2021,590000,593400,46558.0
4592,15428 SW Turnagain Dr,Tigard,97224,45.40843964,-122.8035507,4,5,8712,6/29/2021,570000,573900,46558.0
4593,14447 SW Tewkesbury Dr,Tigard,97224,45.40575027,-122.82568359999999,3,4,8712,6/29/2021,635000,638700,46558.0
4594,15657 SW 81st Ave,Tigard,97224,45.4067955,-122.76137539999999,3,3,3484,6/29/2021,550000,553200,46558.0
4595,8715 SW Stratford Ct,Tigard,97224,45.40456009,-122.76679990000001,2,3,5662,4/29/2021,455000,472200,46558.0
4596,13359 SW Fitzwilliam Dr,King City,97224,45.39820862,-122.8144989,3,4,3484,6/29/2021,585000,588400,46558.0
4597,14175 SW Tewkesbury Dr,Tigard,97224,45.40813828,-122.8237305,3,5,5227,8/13/2020,585000,684900,46558.0
4598,13965 SW 158th Ter,Tigard,97224,45.41883087,-122.8393936,3,3,20473,8/13/2020,739000,865200,46558.0
4599,14934 SW Greenfield Dr,Tigard,97224,45.41199875,-122.809082,3,4,6098,8/13/2020,578000,676700,46558.0
4600,15775 SW Windham Ter,Tigard,97224,45.40553665,-122.82292939999999,4,5,7405,8/13/2020,620000,726100,46558.0
4601,15780 SW Peachtree Dr,Tigard,97224,45.40607071,-122.81609340000001,3,3,4356,8/13/2020,424000,495300,46558.0
4602,14180 SW Woodhue St,Tigard,97224,45.40710068,-122.82247920000002,3,3,6534,8/13/2020,527000,611400,46558.0
4603,10825 SW Canterbury Ln SUITE 102,Tigard,97224,45.41623306,-122.7870331,3,2,435,4/28/2021,330000,342700,46558.0
4604,17154 SW Sonnet Way,King City,97224,45.39570236,-122.81527709999999,3,4,3484,1/15/2021,455000,499500,46558.0
4605,15605 SW Raphael Ln,Tigard,97224,45.4070282,-122.80685420000002,3,4,4791,1/15/2021,540000,592800,46558.0
4606,13116 SW Saint James Ln,Tigard,97224,45.4180336,-122.8120041,4,4,5227,1/15/2021,636000,698600,46558.0
4607,15940 SW Dozier Way,Tigard,97224,45.41171646,-122.8409653,3,4,16988,1/15/2021,679000,745400,46558.0
4608,12017 SW Aspen Ridge Dr,Tigard,97224,45.41193771,-122.8010406,4,6,10018,4/28/2021,950095,987400,46558.0
4609,15360 SW Mazama Pl,Tigard,97224,45.40887451,-122.7869568,3,4,10890,4/28/2021,745000,774000,46558.0
4610,15220 SW Hudson Ave,Tigard,97224,45.40948486,-122.83255770000001,3,4,6534,4/28/2021,735000,763900,46558.0
4611,14932 SW Kenton Dr,Tigard,97224,45.40961456,-122.7637558,3,3,4791,8/13/2020,445000,521000,46558.0
4612,9370 SW Julia Pl,Tigard,97224,45.40213013,-122.774437,2,4,5227,8/13/2020,509870,597000,46558.0
4613,13478 SW Macbeth Dr,King City,97224,45.3985405,-122.81534579999999,3,4,3920,7/15/2021,575000,568900,46558.0
4614,9880 SW Pembrook St,Tigard,97224,45.41399384,-122.77833559999999,3,5,15681,1/21/2021,520000,568900,46558.0
4615,10321 SW Bonanza Way,Tigard,97224,45.39995956,-122.7839966,3,4,6969,1/21/2021,525000,574400,46558.0
4616,15029 SW Kenton Dr,Tigard,97224,45.40917969,-122.7627258,3,4,5227,7/16/2020,500000,568881,46558.0
4617,15971 SW Kreick Pl,Tigard,97224,45.40472794,-122.77127079999998,3,3,5227,7/1/2021,492000,494400,46558.0
4618,17223 SW 119th Pl,King City,97224,45.39530182,-122.7999496,3,3,1742,8/10/2020,339900,384057,46558.0
4619,14985 SW Leslie Ct,Tigard,97224,45.41147614,-122.7715759,2,3,8712,1/21/2021,412000,451000,46558.0
4620,10933 SW Annand Hill Ct,Tigard,97224,45.41487885,-122.78955079999999,3,3,2613,8/10/2020,484000,565400,46558.0
4621,9780 SW McDonald St,Tigard,97224,45.41844177,-122.7774811,2,3,14374,7/1/2021,460000,462900,46558.0
4622,13660 SW Wrightwood Ct,Tigard,97224,45.40673447,-122.81759640000001,4,4,2613,1/24/2021,489000,524000,46558.0
4623,14270 SW Koven Ct,Tigard,97224,45.416866299999995,-122.8376465,3,3,20908,1/24/2021,850000,928700,46558.0
4624,7765 SW Gentle Woods Dr,Tigard,97224,45.41067123,-122.7567902,3,5,10454,1/24/2021,552000,659900,46558.0
4625,14320 SW 134th Dr,Tigard,97224,45.41627884,-122.8158646,4,4,8712,8/7/2020,645000,806500,46558.0
4626,16540 SW Copper Creek Dr,Tigard,97224,45.40017319,-122.7756348,3,4,6098,7/1/2021,610000,613100,46558.0
4627,17324 SW 136th Ave,King City,97224,45.39451218,-122.8161774,3,4,3920,7/1/2021,599000,602200,46558.0
4628,12244 SW Ames Ln,Tigard,97224,45.41799164,-122.80333710000001,3,4,11325,8/7/2020,593300,696200,46558.0
4629,12120 SW King Richard Dr,King City,97224,45.3981781,-122.80178070000001,1,2,4356,7/1/2021,300000,301600,46558.0
